Titre,Prénom,Nom,"Date de naissance",Adresse,"Code postal",Ville
Mme,"Jacqueline Jacqueline",Thomas-Dubois,1960-03-29,"141 impasse Léon Gambetta",96686,Villeurbanne
Mademoiselle,"Anne Jacqueline",Petit-David,2000-10-07,"175 boulevard Charles de Gaulle",71362,Saint-Etienne
Madame,Monique,Bertrand-Simon,2005-05-18,"143 rue Georges Clémenceau",02900,Paris
Mr,Marie,Morel-Michel,2016-05-21,"26 boulevard Général Leclerc",45880,Villeurbanne
Mlle,"Paul Paul",Lefebvre,2011-05-03,"52 avenue Jules Ferry",81950,Bordeaux
Mr,"Nicole Denise Hélène",Petit,1992-07-26,"125 impasse Charles de Gaulle",06112,Grenoble
Mademoiselle,"Alain Nicolas Alain",Bernard-Petit,1979-01-30,"131 boulevard Maréchal Foch",35769,Toulouse
Madame,Jacqueline,Dubois-Fournier,1916-04-29,"124 avenue Léon Gambetta",14850,Dijon
Mr,"Daniel Sylvie Jean",Dubois,1971-04-08,"83 impasse Général Leclerc",67518,Marseille
Mr,"Jean Jean",Michel-Morel,1951-11-17,"90 avenue Georges Clémenceau",34505,Toulouse
Mr,Jacques,Durand,1935-02-14,"89 boulevard Victor Hugo",66617,Dijon
Mademoiselle,Nicolas,Roux,1975-09-09,"17 boulevard Général Leclerc",41469,Montpellier
Mlle,"Marcel Robert René",Moreau-Lefebvre,1900-03-14,"4 avenue Maréchal Foch",97008,Toulouse
Mme,"Christine Martine Jacques",Girard,1936-10-31,"8 rue Jean Moulin",88471,Dijon
Monsieur,Isabelle,Lefebvre-Leroy,1966-12-14,"158 boulevard Louis pasteur",49110,Nice
Mme,"Madeleine Roger Claude",Leroy-Laurent,1935-05-18,"110 rue Maréchal Foch",56235,Montpellier
Mademoiselle,Christian,Leroy-Bernard,2008-05-10,"154 boulevard Jules Ferry",84002,Marseille
Mme,Christiane,Lefebvre,1942-05-01,"32 boulevard Maréchal Foch",14008,Angers
Mademoiselle,Philippe,Roux,2003-12-03,"187 boulevard Georges Clémenceau",50833,Saint-Etienne
Mademoiselle,Hélène,Girard-Leroy,1957-01-31,"142 boulevard Charles de Gaulle",61739,Toulouse
Mme,Daniel,Durand,1910-12-09,"186 boulevard Jules Ferry",21228,Lille
Madame,"Louise Bernard André",Lefebvre-Robert,2017-11-11,"67 avenue Jules Ferry",12563,Bordeaux
Mme,"Marguerite Philippe",Roux,1937-09-10,"90 boulevard Charles de Gaulle",11221,Paris
Mme,"René Sylvie",Richard-Richard,1978-07-18,"191 boulevard Léon Gambetta",07454,Saint-Etienne
Mr,"Denise Anne",Simon-Richard,1903-07-27,"105 impasse Général Leclerc",71480,Saint-Denis
Mme,"Robert Georges",Laurent-Durand,1946-10-09,"105 impasse Georges Clémenceau",14528,Toulon
Madame,Christiane,Girard,1915-03-31,"102 impasse Jean Moulin",92523,Lyon
Mme,"Michel Pierre Monique",Laurent,1970-12-10,"49 boulevard Jules Ferry",69921,Paris
Mademoiselle,Christine,Martin,1911-12-30,"145 avenue Jules Ferry",57272,Saint-Denis
Mademoiselle,"Jeanne Daniel Christine",Leroy,1986-08-24,"81 boulevard Louis pasteur",15153,Dijon
Mademoiselle,"Jean Hélène",Moreau,1925-01-18,"110 boulevard Jean Moulin",82167,Reims
Mme,"René Georges",Lefebvre-Petit,1958-05-07,"200 boulevard Léon Gambetta",02332,Lyon
Mademoiselle,"Nicolas Claude",Petit,1910-10-01,"111 impasse Charles de Gaulle",15097,Paris
Madame,"Jacques Michel Nathalie",Girard-Morel,1963-11-28,"172 avenue Maréchal Foch",64719,Paris
Mme,"Jeanne Daniel",Durand,1976-07-08,"185 avenue Jules Ferry",28177,Montpellier
Mme,Jacqueline,Morel,1998-08-08,"87 impasse Victor Hugo",38558,Bordeaux
Mlle,"Georges Jean",Moreau-David,1970-07-25,"93 rue Jean Moulin",79963,Paris
Monsieur,Roger,Lefebvre,1951-12-09,"183 avenue Léon Gambetta",34900,Nantes
Mademoiselle,Bernard,Petit-Leroy,1963-10-08,"47 boulevard Jules Ferry",46564,Saint-Etienne
Mademoiselle,"Jacqueline Françoise Alain",Moreau-Bertrand,1943-02-22,"5 rue Charles de Gaulle",39787,Strasbourg
Madame,"Michel Marcel René",Dubois,2018-02-03,"152 boulevard Léon Gambetta",64751,Montpellier
Madame,Nicole,Simon,2006-11-19,"148 boulevard Victor Hugo",52098,Montpellier
Mademoiselle,"Paul Marguerite Pierre",Lefebvre-Fournier,1975-07-16,"188 avenue Général Leclerc",54528,Toulouse
Madame,"Hélène Marie",Fournier,1976-12-12,"82 avenue Général Leclerc",53543,Nantes
Mme,"Louis Nathalie",Moreau-Dubois,2003-02-24,"107 boulevard Général Leclerc",44748,Reims
Madame,Pierre,Lefebvre-Laurent,1903-03-06,"42 rue Général Leclerc",60426,Rennes
Mlle,Claude,Martin-Girard,1965-01-30,"137 avenue Général Leclerc",65853,Toulon
Mr,"Georges Jacques Christine",David-Durand,1949-02-03,"140 boulevard Jules Ferry",89085,Angers
Mr,Catherine,Morel-Michel,1938-07-03,"35 impasse Louis pasteur",77733,Strasbourg
Mme,Louis,Robert-Leroy,1928-04-27,"193 avenue Victor Hugo",53743,Rennes
Monsieur,Jacqueline,Girard,1951-10-29,"41 boulevard Georges Clémenceau",49521,Saint-Denis
Monsieur,"Nathalie Philippe",Fournier,2000-05-12,"76 impasse Charles de Gaulle",86777,Strasbourg
Mme,"Denise Nicole",Thomas-Richard,1951-12-21,"131 boulevard Charles de Gaulle",65746,Toulon
Monsieur,Daniel,Simon-Dubois,1963-03-12,"88 avenue Victor Hugo",60749,Toulouse
Monsieur,"Christian Georges Denise",Robert-Bertrand,1939-10-02,"78 avenue Général Leclerc",71179,Strasbourg
Mr,"Christiane Alain Marguerite",Leroy,1984-07-01,"45 avenue Jules Ferry",84931,Rennes
Madame,"Anne Sylvie",Richard-Morel,1922-12-05,"55 rue Léon Gambetta",49190,Nice
Mme,Jeanne,Dubois,1956-02-02,"73 rue Léon Gambetta",05434,Montpellier
Mr,"Pierre Isabelle",Laurent,1943-12-23,"87 rue Jean Moulin",79780,"Le Havre"
Mme,"André Georges",Laurent,1902-03-01,"7 avenue Georges Clémenceau",67187,Strasbourg
Mme,Jacques,Simon,1949-05-02,"148 avenue Jean Moulin",89634,Grenoble
Mlle,"Louise Georges Martine",Bertrand-Fournier,1958-09-01,"88 boulevard Jean Moulin",73670,Saint-Denis
Madame,"Catherine Paul Sylvie",Durand-Bernard,1992-09-23,"179 rue Jules Ferry",95860,Villeurbanne
Monsieur,"Madeleine Denise",Lefebvre,1972-01-04,"131 boulevard Charles de Gaulle",49190,Saint-Etienne
Mr,"Madeleine Pierre Jean",Girard,1929-10-03,"64 avenue Jules Ferry",16283,Grenoble
Mr,Henri,Robert-Richard,2017-07-27,"148 impasse Jean Moulin",11478,Lyon
Mademoiselle,Alain,Leroy-Roux,1900-05-31,"130 impasse Jules Ferry",03890,Lille
Mr,"Daniel Georges Hélène",Simon-Roux,1911-04-13,"58 rue Charles de Gaulle",26829,Nice
Mademoiselle,"Michel Marguerite",Laurent,2012-05-14,"69 rue Charles de Gaulle",73939,Toulouse
Mlle,"Françoise Claude Marcel",Girard-Martin,1940-09-16,"184 rue Léon Gambetta",17843,Saint-Denis
Madame,"Daniel Marie Christian",Simon,2013-02-19,"26 impasse Louis pasteur",48033,Grenoble
Mademoiselle,Robert,Martin-Richard,1980-12-28,"49 avenue Charles de Gaulle",29405,Montpellier
Madame,"Robert Claude",Dubois,1961-01-06,"53 impasse Général Leclerc",28835,Paris
Mr,"Denise Martine",Morel,1905-01-28,"25 avenue Charles de Gaulle",41234,Toulon
Mademoiselle,Philippe,Moreau,1977-03-20,"82 impasse Général Leclerc",13782,Nice
Monsieur,"Jacques Jean",Richard-Durand,1927-01-16,"150 impasse Georges Clémenceau",03678,Reims
Mr,"Marguerite Christian Jacqueline",Leroy-Dubois,1940-04-16,"106 avenue Léon Gambetta",58319,Angers
Mr,"Michel Isabelle Marcel",Bernard,1908-11-12,"164 rue Général Leclerc",27164,Paris
Monsieur,"Madeleine Alain",David-Thomas,1950-07-14,"72 boulevard Charles de Gaulle",68512,Grenoble
Mademoiselle,"Claude Georges",Bertrand-Bertrand,1933-01-05,"92 rue Léon Gambetta",41765,Reims
Madame,Isabelle,Michel,1941-10-05,"145 avenue Charles de Gaulle",54264,Rennes
Mademoiselle,"Daniel Paul",Bernard,1912-12-05,"62 boulevard Général Leclerc",70086,Paris
Mlle,"Daniel Hélène",Martin-Durand,1958-05-27,"40 rue Léon Gambetta",07393,Nantes
Mme,Robert,Richard,1987-01-26,"95 boulevard Louis pasteur",73627,Grenoble
Mlle,Nicolas,Lefebvre,1999-07-29,"78 rue Général Leclerc",62599,Dijon
Mme,Pierre,Robert,2011-04-17,"61 boulevard Maréchal Foch",90452,Marseille
Mademoiselle,"Nicolas Christiane",Fournier-Thomas,1950-10-10,"111 rue Maréchal Foch",69862,Paris
Mlle,Marcel,Durand-Morel,1966-08-09,"180 rue Louis pasteur",87542,Lyon
Monsieur,"Claude Nathalie",Girard-Thomas,1927-10-24,"139 rue Léon Gambetta",39731,Toulon
Mlle,"Catherine Philippe Nathalie",Martin,1990-01-12,"29 boulevard Léon Gambetta",86535,Toulon
Madame,"Philippe Sylvie Jacqueline",Roux-Dubois,1906-11-23,"58 boulevard Victor Hugo",19801,Dijon
Mlle,Jeanne,David-Petit,2011-02-15,"160 impasse Louis pasteur",69153,Toulon
Mme,Jacqueline,Thomas-Lefebvre,1995-05-12,"59 impasse Georges Clémenceau",46974,Lyon
Mlle,Bernard,Morel-Petit,1938-06-21,"58 impasse Jules Ferry",19145,Montpellier
Mme,"Robert Louise Isabelle",Thomas,1973-01-08,"23 impasse Maréchal Foch",55804,Reims
Monsieur,Monique,Petit,1934-07-21,"87 avenue Jules Ferry",25986,Toulouse
Madame,"Monique Anne",Petit,1900-09-26,"164 rue Maréchal Foch",25658,Angers
Madame,Martine,Simon,1930-11-20,"33 rue Jules Ferry",36509,Rennes
Madame,"Louise Martine André",Girard-Bertrand,1915-07-20,"136 impasse Louis pasteur",80033,"Le Havre"
Mademoiselle,Marguerite,Michel,1952-09-01,"91 impasse Victor Hugo",43093,"Le Havre"
Monsieur,Alain,Dubois-Girard,1922-08-20,"172 rue Georges Clémenceau",85050,Paris
Monsieur,"Denise Robert",Bertrand,2012-09-09,"8 impasse Jules Ferry",63870,Montpellier
Mme,"René Philippe",Moreau,1919-07-12,"141 impasse Maréchal Foch",42799,Angers
Mlle,"Madeleine Marie",Bertrand-Richard,2007-09-30,"81 avenue Général Leclerc",37532,Reims
Mr,Anne,Leroy,2001-07-08,"20 impasse Général Leclerc",92536,Nice
Monsieur,Marguerite,Simon,1946-06-30,"36 avenue Maréchal Foch",09919,Toulon
Mme,Philippe,Bertrand,1912-01-10,"30 impasse Louis pasteur",24043,Marseille
Mlle,Sylvie,Dubois,2009-01-03,"22 impasse Jules Ferry",93709,Paris
Mr,"Robert Pierre Jeanne",Michel,1913-06-24,"10 boulevard Général Leclerc",42985,Marseille
Mlle,"Christine Jean Paul",Robert-Laurent,1989-06-22,"34 impasse Georges Clémenceau",73965,Saint-Etienne
Monsieur,"André Paul Pierre",Simon-David,1995-06-04,"101 avenue Charles de Gaulle",21718,Saint-Etienne
Mlle,"Louise Catherine",Bernard,1926-03-19,"87 boulevard Jean Jaurès",08528,Paris
Monsieur,"Denise Jacqueline Catherine",Lefebvre,1936-12-09,"90 impasse Georges Clémenceau",34197,Saint-Denis
Mademoiselle,"Christiane Robert",Martin-Moreau,1917-03-10,"151 avenue Général Leclerc",18128,Rennes
Monsieur,Nicolas,Thomas,1987-05-14,"4 boulevard Jean Jaurès",75797,Montpellier
Madame,Jacques,Michel-Morel,1911-05-29,"180 impasse Jean Jaurès",57487,Reims
Mlle,"Michel Henri",Richard-Leroy,1986-04-03,"86 rue Jules Ferry",95206,Reims
Mlle,Christian,Dubois,1923-10-07,"83 avenue Jean Jaurès",13247,Saint-Denis
Monsieur,Françoise,Martin,1919-10-31,"161 impasse Jean Jaurès",10565,Saint-Denis
Mr,"Christiane Suzanne Louis",Girard-Roux,1917-05-06,"179 avenue Général Leclerc",23404,Dijon
Mademoiselle,Henri,Morel-Thomas,1984-11-22,"77 rue Jean Jaurès",63715,Nantes
Mlle,"Nathalie Christine",Simon-Girard,1990-03-27,"111 rue Charles de Gaulle",64853,Grenoble
Mademoiselle,Christiane,Bernard,1903-08-03,"124 impasse Léon Gambetta",47357,Rennes
Mademoiselle,"Nicole Pierre Isabelle",Girard,1910-05-27,"44 impasse Victor Hugo",90059,Nantes
Monsieur,"Marcel Philippe Pierre",Leroy-Petit,1990-10-11,"66 avenue Jean Jaurès",79868,Saint-Etienne
Mlle,"Marcel Marie Sylvie",Richard,1929-03-08,"152 impasse Général Leclerc",96250,Saint-Denis
Mme,"Marcel Madeleine",Martin-Durand,1933-03-26,"185 avenue Charles de Gaulle",08787,"Le Havre"
Mme,Marie,Girard,1921-03-27,"4 avenue Georges Clémenceau",85344,Reims
Mlle,Catherine,David,2009-05-13,"44 rue Louis pasteur",81739,Lille
Mr,"Pierre Nicolas Louise",Moreau-Morel,1989-05-05,"144 rue Jean Moulin",77990,Nantes
Madame,Catherine,Simon,1911-08-03,"63 impasse Jean Moulin",36668,Nice
Mlle,Daniel,Leroy-Morel,1908-06-24,"123 boulevard Georges Clémenceau",92240,Saint-Denis
Mademoiselle,Bernard,Petit,2015-04-22,"180 rue Georges Clémenceau",03351,Saint-Etienne
Mr,"Jean René",Robert,1980-10-10,"167 boulevard Victor Hugo",71448,Reims
Mademoiselle,"Catherine Jacqueline",Michel,1994-12-24,"153 impasse Georges Clémenceau",68787,Reims
Mlle,Suzanne,Leroy-Petit,2019-03-21,"180 rue Louis pasteur",96985,Villeurbanne
Mme,Marguerite,Richard-Michel,1924-09-22,"132 avenue Louis pasteur",15607,"Le Havre"
Mademoiselle,"Nicole Jeanne Catherine",Richard-Moreau,1971-07-27,"23 impasse Charles de Gaulle",07307,Montpellier
Monsieur,"Hélène Louise",Dubois-David,1956-03-18,"190 avenue Charles de Gaulle",78611,Angers
Mlle,"Jacques Marcel",Morel-Dubois,1928-12-01,"199 impasse Jean Jaurès",68209,Angers
Mr,"Louis Jacqueline",Girard,1958-11-13,"198 avenue Jules Ferry",26862,Toulouse
Mlle,"Denise Daniel",Bertrand-Moreau,1992-12-25,"115 boulevard Général Leclerc",75313,Montpellier
Mme,"Paul Alain",David,1968-09-15,"67 boulevard Général Leclerc",58297,Strasbourg
Mlle,"Nicolas Marguerite",Roux-Martin,1977-09-21,"193 rue Maréchal Foch",79119,Toulon
Mademoiselle,"Marguerite Pierre",Moreau-Richard,2013-08-08,"58 avenue Jean Moulin",78325,Nantes
Mme,"Isabelle Louise",Durand,1980-12-30,"131 impasse Victor Hugo",26600,Montpellier
Mr,"Jacqueline Marie",Moreau-Roux,1945-07-14,"194 rue Maréchal Foch",82164,Villeurbanne
Madame,"Christine Robert",Richard-Michel,1977-08-21,"161 impasse Jean Jaurès",32137,Angers
Mademoiselle,Marguerite,Robert-Lefebvre,1920-08-07,"88 impasse Charles de Gaulle",79104,Bordeaux
Mr,"Madeleine Catherine",Simon,1995-10-08,"85 avenue Jules Ferry",19796,Toulon
Mr,"André Marguerite Pierre",Durand,1921-10-15,"50 boulevard Jean Jaurès",49667,"Le Havre"
Monsieur,"Christine Jacques Jeanne",Michel,1933-02-02,"56 boulevard Jean Moulin",15807,Paris
Madame,"Georges Louis Daniel",Dubois-David,1956-04-30,"157 boulevard Général Leclerc",02933,Marseille
Mme,Hélène,Girard-Lefebvre,2012-12-13,"134 rue Jean Moulin",35526,Bordeaux
Mr,Bernard,Bernard,1911-01-01,"100 impasse Léon Gambetta",08504,Dijon
Mademoiselle,Isabelle,Robert-Martin,1920-07-09,"170 boulevard Charles de Gaulle",69938,Angers
Mme,"Philippe Pierre Jacqueline",David,1984-11-27,"109 boulevard Léon Gambetta",87116,"Le Havre"
Mme,"Catherine Christiane Daniel",Martin,1997-07-03,"10 boulevard Jean Jaurès",09536,Dijon
Mme,"Isabelle Jacqueline Georges",Thomas,1937-05-26,"143 rue Charles de Gaulle",34350,Lyon
Mlle,Michel,Lefebvre-Michel,1950-10-06,"200 avenue Jules Ferry",60418,Paris
Mlle,"Christian René Jacques",Fournier,1952-03-02,"103 avenue Maréchal Foch",13452,Marseille
Madame,"Nathalie Marguerite",Laurent,1911-11-16,"76 impasse Jean Moulin",37215,Lille
Madame,Michel,Leroy-Laurent,1917-10-04,"91 rue Georges Clémenceau",83152,Toulouse
Madame,"Nathalie Marcel Marguerite",Robert-Girard,1956-03-14,"196 avenue Léon Gambetta",14866,Bordeaux
Madame,"Isabelle Claude",Simon-Leroy,1926-08-28,"45 avenue Louis pasteur",84274,Dijon
Monsieur,Marcel,Bernard,2003-01-16,"72 avenue Louis pasteur",44222,Paris
Madame,"René Paul Paul",Petit-Michel,1990-10-01,"117 rue Jules Ferry",53080,Strasbourg
Mr,"Georges Louis Louis",Robert,2000-10-03,"185 boulevard Georges Clémenceau",48412,"Le Havre"
Mademoiselle,"Madeleine Jacqueline",Morel,2015-09-23,"80 impasse Général Leclerc",59112,Marseille
Monsieur,"Jacqueline Robert Denise",David-Morel,1917-08-21,"147 boulevard Louis pasteur",58565,"Le Havre"
Mademoiselle,Jean,Petit,1949-05-09,"24 boulevard Léon Gambetta",53069,Rennes
Madame,"Jeanne Françoise",Leroy-Lefebvre,1960-10-19,"103 rue Louis pasteur",62941,Nice
Mlle,Martine,Simon,1910-10-01,"69 avenue Maréchal Foch",46067,Strasbourg
Mlle,"Georges Louise",Durand-Lefebvre,1994-12-04,"35 avenue Georges Clémenceau",76440,Toulon
Monsieur,"Pierre Henri",Roux-Bernard,1951-08-13,"169 rue Louis pasteur",94852,Nantes
Madame,Roger,Richard-Girard,1941-05-06,"88 rue Général Leclerc",84358,Grenoble
Madame,"Jean Claude",Richard-Dubois,1944-11-01,"26 avenue Maréchal Foch",29143,Grenoble
Mademoiselle,"Nicolas Marie Christine",Roux,1975-05-15,"124 rue Jean Moulin",05873,Lille
Madame,"Louise Jean Anne",Simon,1988-05-23,"191 avenue Maréchal Foch",43865,Rennes
Madame,Bernard,Fournier-Lefebvre,1924-02-28,"191 rue Georges Clémenceau",40301,Dijon
Mademoiselle,"Robert Robert Marguerite",Lefebvre-Leroy,2003-05-18,"62 boulevard Jules Ferry",53870,Toulon
Mlle,Denise,Morel,1916-08-20,"159 boulevard Jean Jaurès",02741,Rennes
Mlle,"Philippe Monique Catherine",Laurent-Bertrand,1981-02-22,"144 rue Léon Gambetta",77262,Villeurbanne
Mme,"Nicole Marie Catherine",Lefebvre-Durand,1950-08-02,"195 impasse Maréchal Foch",74300,Montpellier
Mme,Martine,Fournier,2003-05-11,"168 impasse Jean Moulin",91393,Dijon
Mme,"Louis René",Robert,1980-09-17,"6 boulevard Jean Moulin",25141,Paris
Madame,Jacques,Bertrand-Simon,1984-05-22,"192 avenue Jules Ferry",08870,Paris
Monsieur,Robert,Laurent,1922-04-24,"191 impasse Jean Moulin",88636,Dijon
Madame,Catherine,Robert-David,2013-12-02,"189 rue Charles de Gaulle",71147,Marseille
Mademoiselle,Nicole,Moreau,1945-12-03,"95 impasse Jean Jaurès",01477,Saint-Etienne
Mademoiselle,"Georges Nicole Jacqueline",David,1960-04-27,"41 avenue Georges Clémenceau",16133,Nice
Mlle,Sylvie,Petit-Dubois,2012-07-05,"90 avenue Jean Jaurès",48715,Montpellier
Mr,"Anne André",Leroy-Martin,1908-06-12,"146 boulevard Maréchal Foch",84783,Grenoble
Monsieur,Bernard,Robert,1936-08-11,"152 avenue Charles de Gaulle",26785,Montpellier
Mr,"Catherine Christiane",Moreau-Lefebvre,1950-09-26,"104 impasse Victor Hugo",07193,Rennes
Mademoiselle,"Isabelle René",Simon,1919-04-07,"159 avenue Jules Ferry",41988,Dijon
Madame,"André Henri Suzanne",Leroy-Petit,1942-12-13,"109 avenue Jean Moulin",17192,Montpellier
Mlle,"André Monique",Bertrand,2018-07-15,"96 rue Victor Hugo",23831,Strasbourg
Mlle,"André Catherine",Leroy,1945-03-02,"46 impasse Jean Jaurès",46278,Bordeaux
Mme,"Bernard Martine Robert",Roux-Durand,1978-06-19,"174 impasse Maréchal Foch",41511,Bordeaux
Mlle,"Robert Jean",Roux,1978-08-30,"186 avenue Georges Clémenceau",85364,Montpellier
Madame,"Marie André",Moreau-Moreau,1985-09-08,"108 impasse Maréchal Foch",79108,Lyon
Monsieur,"Christian Marie",Bernard-Michel,1918-05-11,"27 rue Jean Jaurès",28903,Lyon
Madame,Christiane,Dubois,1966-06-04,"60 avenue Georges Clémenceau",02598,Bordeaux
Madame,"Martine Marguerite Louis",Leroy,1973-03-30,"176 boulevard Général Leclerc",01433,Paris
Mademoiselle,"Christine Christine Bernard",David,1952-05-29,"144 rue Georges Clémenceau",16357,Saint-Denis
Madame,"Robert Georges",Roux-Girard,1948-04-13,"16 boulevard Jean Moulin",83389,Grenoble
Mademoiselle,"Henri Christine",Laurent-Bernard,1914-05-21,"96 avenue Jean Jaurès",10508,Toulon
Mlle,"Jeanne Nathalie",Girard-Durand,1950-10-05,"89 boulevard Victor Hugo",07270,Lyon
Mlle,"Philippe Georges",Dubois,1951-06-11,"79 boulevard Jean Moulin",36507,Lille
Mme,"Marcel Nathalie Monique",Simon,1956-05-26,"189 rue Georges Clémenceau",79922,Saint-Etienne
Mlle,Marguerite,Leroy-Bertrand,2004-12-18,"38 impasse Jules Ferry",81391,Grenoble
Mlle,René,Bertrand,2007-09-29,"139 impasse Louis pasteur",28589,Dijon
Mlle,"Louise Isabelle Bernard",Simon,1990-06-04,"166 avenue Maréchal Foch",81256,Nice
Mr,Paul,Dubois,1957-08-07,"87 rue Victor Hugo",58872,Marseille
Mademoiselle,"René Michel Catherine",Simon-Petit,1903-03-19,"144 boulevard Georges Clémenceau",69999,Toulouse
Mr,"Paul Jean",Girard,1939-03-06,"97 boulevard Maréchal Foch",71930,Saint-Etienne
Monsieur,"André Pierre",Bertrand-Michel,2011-06-14,"86 boulevard Charles de Gaulle",48400,Montpellier
Mlle,Paul,Moreau-Richard,1912-06-01,"179 boulevard Georges Clémenceau",73074,Lille
Mademoiselle,Georges,Leroy,2013-09-30,"98 avenue Georges Clémenceau",98555,Nice
Mlle,"Henri Christian Claude",Leroy-Bertrand,1945-10-24,"48 boulevard Maréchal Foch",30082,Saint-Denis
Mademoiselle,René,Leroy,1977-09-14,"200 avenue Jean Moulin",07537,Reims
Madame,Georges,Bertrand-Martin,1903-11-10,"59 impasse Jules Ferry",82132,Dijon
Mademoiselle,"René René Madeleine",Moreau,1983-03-04,"84 avenue Georges Clémenceau",68916,Strasbourg
Mr,"Christiane Paul Nicole",Thomas,1943-09-19,"101 rue Maréchal Foch",17877,Paris
Mademoiselle,"Christiane Sylvie",Durand-David,1968-04-11,"103 avenue Jean Moulin",18007,Grenoble
Monsieur,"Philippe Marguerite Robert",Lefebvre,2000-11-26,"186 impasse Jean Jaurès",11263,Saint-Denis
Mademoiselle,Bernard,Laurent,1966-10-20,"72 impasse Jules Ferry",86724,Bordeaux
Monsieur,"Christian Nathalie Henri",Durand,1968-05-17,"59 avenue Charles de Gaulle",79338,"Le Havre"
Mr,"Pierre Jean",Thomas-Bertrand,1975-03-01,"180 rue Charles de Gaulle",01283,Toulon
Monsieur,"Louis Robert",Robert,2007-06-18,"109 impasse Charles de Gaulle",41324,Nantes
Mme,Claude,Leroy-Roux,1966-12-23,"130 impasse Victor Hugo",13395,Villeurbanne
Monsieur,"Marcel Nicolas",Morel-Petit,1997-12-11,"61 avenue Général Leclerc",83988,Toulouse
Mlle,"Anne Michel",Michel-Fournier,1937-11-08,"55 boulevard Charles de Gaulle",31923,Villeurbanne
Madame,"Georges Bernard Denise",Richard-Moreau,1916-02-25,"22 impasse Victor Hugo",40242,Saint-Etienne
Madame,Pierre,Thomas-Bertrand,2016-06-09,"94 rue Jean Moulin",73580,Nantes
Mr,Paul,Girard-Laurent,2010-03-03,"22 avenue Jules Ferry",27526,Toulon
Madame,Denise,Petit,1913-02-21,"15 avenue Léon Gambetta",87847,Reims
Mlle,"Françoise Nathalie Henri",Girard-Michel,1994-10-31,"180 rue Louis pasteur",20076,Saint-Denis
Mme,"Anne Claude Henri",Laurent,2017-02-22,"7 boulevard Léon Gambetta",25234,Bordeaux
Mademoiselle,"Christine Christine",Roux,1950-07-16,"73 impasse Victor Hugo",16880,Marseille
Monsieur,"Michel Philippe",Girard-Martin,1979-01-26,"39 rue Léon Gambetta",82779,Montpellier
